id,ogc_fid,fid,osm_id,addr:street,network,addr:subward,name,contact:phone,addr:city,shop,addr:municipality,opening_hours,addr:ward,longitude,latitude
mwanza_businesses.1,1,1,4405735992,,,,Buswelu Stationary,,Mwanza,copyshop,Ilemela,,Buswelu,32.96235,-2.5258225
mwanza_businesses.2,2,2,4405870490,,,,Mully's Barbershop,,Mwanza,cosmetics,Ilemela,,Buswelu,32.9620056,-2.5241797
mwanza_businesses.3,3,3,6939514016,,,,Viane wine shop,,Mwanza,wine,Ilemela,,Buswelu,32.9736845,-2.5161821
mwanza_businesses.4,4,4,6939513923,Isela,,,Buswelu,,Mwanza,wine,Ilemela,,Buswelu,32.9739866,-2.5158522
mwanza_businesses.5,5,5,5986146187,,,,Saloon,,Mwanza,hairdresser,Ilemela,,Buswelu,32.9699002,-2.5124415
mwanza_businesses.6,6,6,6242220285,Kigala,,,George's Shop,,Mwanza,convenience,Ilemela,Mo-Su 07:30-22:30,Buswelu,32.9701107,-2.4979804
mwanza_businesses.7,7,7,6793768418,,,,Maduka 16,,Mwanza,convenience,Ilemela,,Buswelu,32.9687288,-2.4969179
mwanza_businesses.8,8,8,8520664079,Buzuruga Kusini,,Buzuruga Kusini,,,Mwanza,convenience,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9359174,-2.5330037
mwanza_businesses.9,9,9,8520657098,,,Buzuruga Kusini,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9365182,-2.5340327
mwanza_businesses.10,10,10,8520664130,,,Buzuruga Kusini,,,Mwanza,car_parts,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9372734,-2.5348585
mwanza_businesses.11,11,11,8520664107,,,Buzuruga Kusini,Gaddafi Hair Cutting Salon,,Mwanza,hairdresser,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9373358,-2.5336088
mwanza_businesses.12,12,12,8520663775,,,Buzuruga,,,Mwanza,bed,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9379773,-2.5349759
mwanza_businesses.13,13,13,8520664025,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9379988,-2.5344828
mwanza_businesses.14,14,14,8520664169,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9379988,-2.53459
mwanza_businesses.15,15,15,8520663989,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9380417,-2.5345686
mwanza_businesses.16,16,16,8520664199,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9380417,-2.53459
mwanza_businesses.17,17,17,8520663661,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9380631,-2.5345043
mwanza_businesses.18,18,18,8520664017,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9380615,-2.5347775
mwanza_businesses.19,19,19,8520663897,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9380846,-2.5344828
mwanza_businesses.20,20,20,8520664192,,,Buzuruga,,,Mwanza,bed,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938149,-2.5350187
mwanza_businesses.21,21,21,8520657070,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9381704,-2.5345257
mwanza_businesses.22,22,22,8520663843,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938184,-2.5343527
mwanza_businesses.23,23,23,8520664313,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938149,-2.5348473
mwanza_businesses.24,24,24,8520664405,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9379988,-2.5347829
mwanza_businesses.25,25,25,8520664442,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9381812,-2.5343855
mwanza_businesses.26,26,26,8520664043,,,Buzuruga,,,Mwanza,bed,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9381919,-2.5345686
mwanza_businesses.27,27,27,8520663926,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9381949,-2.534313
mwanza_businesses.28,28,28,8520663915,,,Buzuruga,,,Mwanza,cosmetics,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9382133,-2.5344185
mwanza_businesses.29,29,29,8520664136,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00;24/7,Buzuruga,32.9382348,-2.5348258
mwanza_businesses.30,30,30,8520657037,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9382563,-2.5348687
mwanza_businesses.31,31,31,8520664006,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9382563,-2.5343971
mwanza_businesses.32,32,32,8520664047,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9383421,-2.5348258
mwanza_businesses.33,33,33,8520657031,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938385,-2.534933
mwanza_businesses.34,34,34,8520663955,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9384255,-2.5348432
mwanza_businesses.35,35,35,8520664096,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9384279,-2.534933
mwanza_businesses.36,36,36,8520663866,,,Buzuruga,,,Mwanza,alcohol,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9384279,-2.5350616
mwanza_businesses.37,37,37,8520657087,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9384279,-2.5343971
mwanza_businesses.38,38,38,8520663667,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9384494,-2.534933
mwanza_businesses.39,39,39,8520664187,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9384494,-2.5343542
mwanza_businesses.40,40,40,8520664229,,,Buzuruga Kusini,,,Mwanza,butcher,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9385089,-2.5341544
mwanza_businesses.41,41,41,8520664084,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9385567,-2.5344185
mwanza_businesses.42,42,42,8520663628,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9385781,-2.5343756
mwanza_businesses.43,43,43,8520663811,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9385996,-2.5349544
mwanza_businesses.44,44,44,8520663993,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9385996,-2.5346758
mwanza_businesses.45,45,45,8520663902,,,Buzuruga,,,Mwanza,alcohol,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938621,-2.534933
mwanza_businesses.46,46,46,8520657075,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938621,-2.5346329
mwanza_businesses.47,47,47,8520664193,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9386854,-2.5348687
mwanza_businesses.48,48,48,8520657094,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9386991,-2.5349226
mwanza_businesses.49,49,49,8520663664,,,Buzuruga Kusini,,,Mwanza,kiosk,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9387053,-2.5341907
mwanza_businesses.50,50,50,8520663846,,,Buzuruga Kusini,Mahenga,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9387712,-2.5341613
mwanza_businesses.51,51,51,8520664054,,,Buzuruga Kusini,,,Mwanza,car_repair,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9387727,-2.5341828
mwanza_businesses.52,52,52,8520657042,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9387785,-2.5346475
mwanza_businesses.53,53,53,8520664118,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9387927,-2.5343971
mwanza_businesses.54,54,54,8520663998,,,Buzuruga,,,Mwanza,cosmetics,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388332,-2.5345135
mwanza_businesses.55,55,55,8520657040,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388356,-2.5350831
mwanza_businesses.56,56,56,8520663763,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388571,-2.5344185
mwanza_businesses.57,57,57,8520663710,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388571,-2.5345043
mwanza_businesses.58,58,58,8520664089,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388571,-2.5344828
mwanza_businesses.59,59,59,8520664179,,,Buzuruga,,,Mwanza,car_repair,Ilemela,Mo-Sa 09:00-20:00;Mo-Sa 08:00-18:00,Buzuruga,32.9388785,-2.5344614
mwanza_businesses.60,60,60,8520664039,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9389,-2.5351474
mwanza_businesses.61,61,61,8520664282,,,Buzuruga,,,Mwanza,bed,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938385,-2.5350616
mwanza_businesses.62,62,62,8520664283,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9389215,-2.5351259
mwanza_businesses.63,63,63,8520664318,,,Buzuruga,,,Mwanza,bed,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9385996,-2.5349116
mwanza_businesses.64,64,64,8520664323,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388356,-2.5347401
mwanza_businesses.65,65,65,8520664331,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9382348,-2.5349116
mwanza_businesses.66,66,66,8520664372,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9385138,-2.5343971
mwanza_businesses.67,67,67,8520664375,,,Buzuruga,Mjaki Hardware,,Mwanza,hardware,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9389,-2.5350831
mwanza_businesses.68,68,68,8520664411,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938621,-2.5346758
mwanza_businesses.69,69,69,8520664433,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9381919,-2.5346115
mwanza_businesses.70,70,70,8520664444,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388031,-2.5343766
mwanza_businesses.71,71,71,8520663776,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9391146,-2.5348901
mwanza_businesses.72,72,72,8520663671,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9391146,-2.5344614
mwanza_businesses.73,73,73,8520663959,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939136,-2.5351259
mwanza_businesses.74,74,74,8520663621,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939136,-2.5352546
mwanza_businesses.75,75,75,8520663869,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9391575,-2.5346543
mwanza_businesses.76,76,76,8520663685,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9391575,-2.534933
mwanza_businesses.77,77,77,8520663778,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392004,-2.5346972
mwanza_businesses.78,78,78,8520663631,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392219,-2.5349759
mwanza_businesses.79,79,79,8520663867,,,Buzuruga,,,Mwanza,convenience,Ilemela,,Buzuruga,32.9392219,-2.5351474
mwanza_businesses.80,80,80,8520663945,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392433,-2.5345257
mwanza_businesses.81,81,81,8520663973,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392648,-2.5352117
mwanza_businesses.82,82,82,8520663687,,,Buzuruga,,,Mwanza,books,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392648,-2.5347186
mwanza_businesses.83,83,83,8520663853,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392862,-2.5345471
mwanza_businesses.84,84,84,8520657080,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9393148,-2.534471
mwanza_businesses.85,85,85,8520663907,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939323,-2.5347885
mwanza_businesses.86,86,86,8520663882,,,Buzuruga,,,Mwanza,bicycle,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9393291,-2.5352331
mwanza_businesses.87,87,87,8520657045,,,Buzuruga Kusini,,,Mwanza,stationery,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939348,-2.534238
mwanza_businesses.88,88,88,8520663872,,,Buzuruga Kusini,Ikolo nafaka star,0787322137,Mwanza,agrarian,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9393743,-2.5342537
mwanza_businesses.89,89,89,8520663617,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939415,-2.5345257
mwanza_businesses.90,90,90,8520663960,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394364,-2.53459
mwanza_businesses.91,91,91,8520663652,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394579,-2.5345257
mwanza_businesses.92,92,92,8520663978,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394579,-2.5345686
mwanza_businesses.93,93,93,8520663690,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394794,-2.5347401
mwanza_businesses.94,94,94,8520657060,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394794,-2.5346972
mwanza_businesses.95,95,95,8520663991,,,Buzuruga Kusini,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.93907,-2.5342128
mwanza_businesses.96,96,96,8520664027,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9390384,-2.5344409
mwanza_businesses.97,97,97,8520664035,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9391789,-2.5345257
mwanza_businesses.98,98,98,8520664049,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392433,-2.5350831
mwanza_businesses.99,99,99,8520664082,,,Buzuruga Kusini,Nahe Investment,0754251546,Mwanza,hardware,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394784,-2.5341768
mwanza_businesses.100,100,100,8520664102,,,Buzuruga,,,Mwanza,beverages,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9390717,-2.5348901
mwanza_businesses.101,101,101,8520664126,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9393291,-2.5345043
mwanza_businesses.102,102,102,8520664140,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392862,-2.5350402
mwanza_businesses.103,103,103,8520664195,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9390717,-2.5347186
mwanza_businesses.104,104,104,8520664233,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394202,-2.5347953
mwanza_businesses.105,105,105,8520664270,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392478,-2.5344669
mwanza_businesses.106,106,106,8520664285,,,Buzuruga,,,Mwanza,car_repair,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9389878,-2.5347324
mwanza_businesses.107,107,107,8520664298,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939136,-2.5352117
mwanza_businesses.108,108,108,8520664361,,,Buzuruga,,,Mwanza,car_repair,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939415,-2.5345686
mwanza_businesses.109,109,109,8520664377,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392862,-2.5346758
mwanza_businesses.110,110,110,8520664390,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392219,-2.5351902
mwanza_businesses.111,111,111,8520664415,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939415,-2.5344828
mwanza_businesses.112,112,112,8520664428,,,Buzuruga,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392433,-2.5349544
mwanza_businesses.113,113,113,8520664452,,,Buzuruga,,,Mwanza,car_parts,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9393291,-2.5345471
mwanza_businesses.114,114,114,8520663771,,,Buzuruga Kusini,Beauty,,Mwanza,cosmetics,Ilemela,Mo-Su 09:00-21:00;Mo-Sa 08:00-18:00;24/7,Buzuruga,32.9395067,-2.5341091
mwanza_businesses.115,115,115,8520664263,,,Buzuruga Kusini,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.938923,-2.5340877
mwanza_businesses.116,116,116,8520663862,,,Buzuruga Kusini,S&A,0758937519,Mwanza,stationery,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394981,-2.5340521
mwanza_businesses.117,117,117,8520664097,,,Buzuruga Kusini,,,Mwanza,clothes,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9388062,-2.5340488
mwanza_businesses.118,118,118,8520664172,,,Buzuruga Kusini,,,Mwanza,beauty,Ilemela,,Buzuruga,32.9394946,-2.5339023
mwanza_businesses.119,119,119,8520664370,,,Buzuruga Kusini,Shemhina shop,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9395242,-2.5338178
mwanza_businesses.120,120,120,8520664044,,,Buzuruga Kusini,Doreen stationary,,Mwanza,stationery,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395242,-2.533713
mwanza_businesses.121,121,121,8520663756,,,Buzuruga Kusini,Nike shop,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395452,-2.533713
mwanza_businesses.122,122,122,8520657035,,,Buzuruga Kusini,Katina shop,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395431,-2.5336303
mwanza_businesses.123,123,123,8520664332,,,Buzuruga Kusini,Frank Jr totoz,,Mwanza,beauty,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395565,-2.5335768
mwanza_businesses.124,124,124,8520657073,,,Buzuruga Kusini,Sabrina Cake,,Mwanza,bakery,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395437,-2.5335611
mwanza_businesses.125,125,125,8520663824,,,Buzuruga Kusini,Nazareti Shop,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395652,-2.5334967
mwanza_businesses.126,126,126,8520663916,,,Buzuruga Kusini,E&B dry cleaner and laundry,,Mwanza,laundry,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9390287,-2.5333467
mwanza_businesses.127,127,127,8520657088,,,Buzuruga Kusini,Mama Soph,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395866,-2.5333253
mwanza_businesses.128,128,128,8520664005,,,Buzuruga Kusini,Faraja,,Mwanza,stationery,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395866,-2.5332824
mwanza_businesses.129,129,129,8520664203,,,Buzuruga Kusini,Citizen,,Mwanza,agrarian,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.939583,-2.5332012
mwanza_businesses.130,130,130,8520664111,,,Buzuruga Kusini,,,Mwanza,bed,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9392387,-2.5331219
mwanza_businesses.131,131,131,8520663718,,,Buzuruga Kusini,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395707,-2.5330221
mwanza_businesses.132,132,132,8520664316,,,Buzuruga Kusini,Everyjoy Beauty Classic Saloon,,Mwanza,hairdresser,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9396725,-2.5329608
mwanza_businesses.133,133,133,8520664020,,,Buzuruga Kusini,,,Mwanza,convenience,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9396801,-2.5329277
mwanza_businesses.134,134,134,8520657102,,,Buzuruga Kusini,Kinyawanga Wine spirit,,Mwanza,beverages,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9396911,-2.5329017
mwanza_businesses.135,135,135,8520663900,,,Buzuruga Kusini,,,Mwanza,convenience,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9394389,-2.5327871
mwanza_businesses.136,136,136,8520663877,,,Buzuruga Kusini,B2 Machael Shop,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-17:00;Mo-Sa 08:00-18:00,Buzuruga,32.9397798,-2.5326821
mwanza_businesses.137,137,137,8520664423,,,Buzuruga Kusini,,,Mwanza,beauty,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9395866,-2.5333681
mwanza_businesses.138,138,138,8520976409,,,Migombani,,,Mwanza,convenience,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9298663,-2.5318247
mwanza_businesses.139,139,139,8520976616,,,Migombani,Mlimani Shop,,Mwanza,convenience,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9298449,-2.5318247
mwanza_businesses.140,140,140,8520975828,,,Migombani,J4. Hair Cutz,,Mwanza,hairdresser,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9285574,-2.5311173
mwanza_businesses.141,141,141,8520976036,,,Migombani,Shine Beauty,,Mwanza,beauty,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9285145,-2.5310744
mwanza_businesses.142,142,142,8520663708,,,Nyambiti,,,Mwanza,hairdresser,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9294051,-2.525993
mwanza_businesses.143,143,143,8520664306,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9294051,-2.5259396
mwanza_businesses.144,144,144,8520664064,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9294229,-2.5258505
mwanza_businesses.145,145,145,8520664216,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9293422,-2.5255925
mwanza_businesses.146,146,146,8520663799,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9294051,-2.5255833
mwanza_businesses.147,147,147,8520657115,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Su 09:00-21:00,Buzuruga,32.9292832,-2.5253863
mwanza_businesses.148,148,148,4402875391,,,,Buzuruga Sofa Store,,Mwanza,furniture,Ilemela,,Buzuruga,32.9395255,-2.5353184
mwanza_businesses.149,149,149,8520663646,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9295581,-2.5257015
mwanza_businesses.150,150,150,8520663738,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.929619,-2.525708
mwanza_businesses.151,151,151,8520663829,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9297082,-2.5257258
mwanza_businesses.152,152,152,8520664116,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.9297368,-2.5255154
mwanza_businesses.153,153,153,8520664208,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Sa 09:00-20:00,Buzuruga,32.9298151,-2.525708
mwanza_businesses.154,154,154,8520657052,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.929889,-2.525272
mwanza_businesses.155,155,155,8520664099,,,Nyambiti,,,Mwanza,kiosk,Ilemela,Mo-Sa 08:00-18:00,Buzuruga,32.9299589,-2.5251788
mwanza_businesses.156,156,156,8520663762,,,Nyambiti,,,Mwanza,convenience,Ilemela,,Buzuruga,32.9299736,-2.5248577
mwanza_businesses.157,157,157,8520664440,,,Nyambiti,,,Mwanza,gas,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.9300059,-2.5251167
mwanza_businesses.158,158,158,8520657090,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.9300203,-2.5255377
mwanza_businesses.159,159,159,8520663880,,,Nyambiti,,,Mwanza,hairdresser,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.9300203,-2.5255544
mwanza_businesses.160,160,160,8520663773,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.9300294,-2.5250919
mwanza_businesses.161,161,161,8520663851,,,Nyambiti,,,Mwanza,convenience,Ilemela,,Buzuruga,32.9301023,-2.5247291
mwanza_businesses.162,162,162,8520657104,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.9301207,-2.525521
mwanza_businesses.163,163,163,8520664008,,,Nyambiti,,,Mwanza,convenience,Ilemela,Mo-Fr 08:00-18:00; Sa-Su 08:00-15:00,Buzuruga,32.9301364,-2.5252695
